ProtID	Resistance_Type	Resistance_Class	Identity	Antibiotic_Resistance	Description
YP_415516	ErmC	erm	90	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
CAJ43792	ErmC	erm	90	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
CAA70208	ErmC	erm	90	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
Q03986	ErmD	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
Q04720	ErmD	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
AAA22597	ErmD	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
P45438	ErmD	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
YP_001103000	ErmE	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
P07287	ErmE	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
CAB60001	ErmE	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
1112175A	ErmE	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
AAA26492	ErmE	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
P10337	ErmF	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
AAA88675	ErmF	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
CAA60706	ErmF	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
AAA27431	ErmF	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
ZP_04055482	ErmF	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
Q02607	ErmF	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
AAA63165	ErmF	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
CAC47934	ErmF	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
ZP_04543635	ErmF	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
ZP_04552172	ErmF	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
P06571	ErmG	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
ZP_03644637	ErmG	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
AAC37034	ErmG	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
CAD89787	ErmG	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
ZP_03015699	ErmG	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
P13079	ErmH	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
CAA66307	ErmN	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
AAA26779	ErmO	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
1815179A	ErmO	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
NP_630197	ErmO	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
CAA11706	ErmO	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
ZP_02211718	ErmQ	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
AAC36915	ErmQ	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
P09891	ErmR	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
AAA22075	ErmR	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
AAU93796	ErmR	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
P45439	ErmS	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
Q00014	ErmT	erm	90	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
AAA98096	ErmT	erm	90	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
AAX84025	ErmT	erm	90	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
NP_862543	ErmT	erm	90	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
YP_001716198	ErmT	erm	90	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
CAA55770	ErmU	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
ABX00620	ErmU	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
AAB23456	ErmU	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
AAB51440	ErmV	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
YP_002201843	ErmV	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
P43433	ErmW	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
AAA98484	ErmX	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
NP_863178	ErmX	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
YP_001801315	ErmX	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
ABG26481	ErmX	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
ZP_03917649	ErmX	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
ZP_03973325	ErmX	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
AAK28907	ErmX	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
CAO72212	ErmX	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
NP_940746	ErmX	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
YP_251227	ErmX	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
BAB20748	ErmY	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
BAD86539	ErmY	erm	80	lincosamide,streptogramin_b,macrolide	rRNA adenine N-6-methyltransferase, which can methylate adenine at position 2058 of 23S rRNA, conferring resistance to erythromycin.
Q56415	FosA	fos	80	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ACO52881	FosA	fos	80	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_03280975	FosA	fos	80	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ACC85616	FosA	fos	80	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_001420711	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ABS73480	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
NP_389667	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_03591517	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_03595797	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_03600208	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_03604482	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
O31817	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_01722744	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
Q8CXK5	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
NP_846348	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_020753	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_030068	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_00394257	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_02216798	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_02399296	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_02896142	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_02936237	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_03018958	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_002813132	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_002868202	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
Q81W73	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
NP_242644	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
Q9KBZ6	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
BAB05497	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_001126889	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_03148763	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ABO68144	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_04300309	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_001644752	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
A9VRT9	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_04314903	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_04244950	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_04227541	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_00742722	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_04064024	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_04233366	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_04283753	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_00237527	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_083442	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_04145329	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_04323042	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
Q63CC5	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
AAU18406	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_04090195	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_04222269	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_04250840	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_03227726	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
P60865	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
CAE53427	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_894631	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_03106997	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_03113318	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_002749388	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_04078260	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
A0RD31	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
NP_978424	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_03236163	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_002338096	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_002529744	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_04267351	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_036189	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
Q6HJT7	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
AAT59669	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_04200496	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_001374841	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_02391336	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_02877628	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_03104062	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_002451024	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_04096221	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_04108027	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_04174269	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_04168559	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_002445444	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_03232999	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_302016	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_04151022	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_04156770	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_04162534	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_04261748	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
NP_831795	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
NP_691746	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
BAC12781	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_04217288	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_001700011	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
NP_372857	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
NP_375446	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_187133	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_494915	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_501070	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_001247714	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_001317513	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_001333268	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_001442907	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_001576184	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_03562858	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
ZP_03565760	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
P60863	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
Q2FEG3	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
A8Z522	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
BAF79200	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_002366749	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
YP_041771	FosB	fos	60	fosfomycin	Glutathione transferase, metalloglutathione transferase which confers resistance to fosfomycin by catalyzing the addition of glutathione to fosfomycin
